factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason,expected_return_direction,correctness_status,statistical_substitution,semantic_audit_basis,dense_field,dense_lag,horizon_type,denominator_reference,direction_evidence,economic_theme,subtheme,measurement_family,measurement_orientation,representation_sign,disposition,role_reason,composite_group,u_item_review,u_review_status,dated_availability_semantics,exact_alias,c_output,r_role,c_role,h_role,lineage_partition_id,lineage_source,lineage_economic_family,lineage_authoritative_semantics,lineage_historical_semantics,lineage_continuation_semantics,lineage_historical_action,lineage_continuation_action,lineage_known_accepted_residual,lineage_research_usable,lineage_temporarily_blocked,lineage_block_reason,lineage_qualification_authority,lineage_canonical_schema_start,lineage_canonical_schema_end,quality_full_coverage,quality_infinite_fraction,quality_coverage_A,quality_coverage_B,quality_coverage_C,quality_coverage_D,quality_worst_era_coverage,legacy_proposal_role_0_995,legacy_reason_0_995,legacy_unknown_pair_count_0_995
alpha360_OPEN50,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_50,ratio,"Qlib Alpha360 expression: Ref($open, 50)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,50,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN50,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.950520810588184,0.0,0.9397353527907631,0.8904748861504119,0.9807615513229644,0.9974035174600554,0.8904748861504119,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_OPEN51,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_51,ratio,"Qlib Alpha360 expression: Ref($open, 51)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,51,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN51,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9504236809570206,0.0,0.9396403371772674,0.8902412784760583,0.980704014751281,0.997400766220278,0.8902412784760583,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_OPEN52,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_52,ratio,"Qlib Alpha360 expression: Ref($open, 52)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,52,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN52,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9503259489715552,0.0,0.9395448796306852,0.8900124522453318,0.9806416834652908,0.9973959515506676,0.8900124522453318,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_OPEN53,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_53,ratio,"Qlib Alpha360 expression: Ref($open, 53)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,53,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN53,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9502252052145812,0.0,0.9394357221584364,0.8897904566483583,0.9805800371384872,0.9973911368810572,0.8897904566483583,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN54,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_54,ratio,"Qlib Alpha360 expression: Ref($open, 54)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,54,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN54,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9501369603093692,0.0,0.939363245132328,0.8895670949246341,0.9805211306484304,0.997384946591558,0.8895670949246341,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN55,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_55,ratio,"Qlib Alpha360 expression: Ref($open, 55)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,55,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN55,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9500530824728451,0.0,0.9392916519723916,0.8893560283416656,0.9804663339134938,0.9973808197318916,0.8893560283416656,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN56,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_56,ratio,"Qlib Alpha360 expression: Ref($open, 56)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,56,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN56,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.949976282299367,0.0,0.939236852269724,0.8891470109488229,0.9804156469336774,0.9973766928722256,0.8891470109488229,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN57,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_57,ratio,"Qlib Alpha360 expression: Ref($open, 57)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,57,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN57,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9499043009603032,0.0,0.9391948686265515,0.8889379935559801,0.9803683847497948,0.9973711903926707,0.8889379935559801,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN58,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_58,ratio,"Qlib Alpha360 expression: Ref($open, 58)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,58,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN58,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9498273501982498,0.0,0.9391409527900562,0.8887173640857572,0.9803259172802188,0.9973684391528932,0.8887173640857572,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN59,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_59,ratio,"Qlib Alpha360 expression: Ref($open, 59)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,59,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d22_63,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN59,erc_e1375e9cc265601a,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9497594347507232,0.0,0.9390972014145396,0.88852064183367,0.9802868746065766,0.9973636244832828,0.88852064183367,retain_semantic_or_horizon_variant,Distinct resolved mechanism/window/units; identity retained,13
alpha360_OPEN6,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_6,ratio,"Qlib Alpha360 expression: Ref($open, 6)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,6,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN6,erc_de16999187d03a2f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9597422525942648,0.0,0.950513216892804,0.9110911049438076,0.984935692606756,0.9977969447482272,0.9110911049438076,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_OPEN7,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_7,ratio,"Qlib Alpha360 expression: Ref($open, 7)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,7,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN7,erc_de16999187d03a2f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.959205554911371,0.0,0.9499311910185056,0.9098868642131486,0.9846726682790606,0.9977281637537916,0.9098868642131486,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_OPEN8,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_8,ratio,"Qlib Alpha360 expression: Ref($open, 8)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,8,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN8,erc_de16999187d03a2f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.958709064378122,0.0,0.949395126185154,0.908778935418407,0.9844212882575392,0.9976628218090776,0.908778935418407,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_OPEN9,alpha360,True,PriceTrend,PriceTrend,historical_open_to_current_close_ratio,lag_9,ratio,"Qlib Alpha360 expression: Ref($open, 9)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,open,9,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,open_relative_to_current_close,historical_open_current_close_ratio,higher historical open relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,open_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_OPEN9,erc_de16999187d03a2f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_010,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9582413362627832,0.0,0.9488749709428996,0.907768684686334,0.984171963113578,0.9976036701538632,0.907768684686334,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_VWAP10,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_10,ratio,"Qlib Alpha360 expression: Ref($vwap, 10)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,vwap,10,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,vwap_relative_to_current_close,historical_vwap_current_close_ratio,higher historical vwap relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,vwap_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_VWAP10,erc_358a00bb3fef169f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_013,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9578067376340428,0.0,0.948369399492484,0.9068588442704304,0.9839459265819646,0.9975486453583146,0.9068588442704304,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_VWAP11,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_11,ratio,"Qlib Alpha360 expression: Ref($vwap, 11)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,vwap,11,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,vwap_relative_to_current_close,historical_vwap_current_close_ratio,higher historical vwap relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,vwap_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_VWAP11,erc_358a00bb3fef169f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_013,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.9574786051281432,0.0,0.9479482372614998,0.9061511906136164,0.983823318887544,0.9975410794489268,0.9061511906136164,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_VWAP12,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_12,ratio,"Qlib Alpha360 expression: Ref($vwap, 12)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,vwap,12,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,vwap_relative_to_current_close,historical_vwap_current_close_ratio,higher historical vwap relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,vwap_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_VWAP12,erc_358a00bb3fef169f,dense_lag_thinned,rank_constituent,rank_constituent,alpha360_013,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.957176373857221,0.0,0.9475712683391182,0.9054886191395723,0.9837055059074306,0.9975328257295945,0.9054886191395723,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
alpha360_VWAP13,alpha360,True,PriceTrend,PriceTrend,historical_vwap_to_current_close_ratio,lag_13,ratio,"Qlib Alpha360 expression: Ref($vwap, 13)/$close Alpha360 batch V4 passed.",formula_reconciled,Historical/current ratio; lag identity retained; sign is not a return-based direction.,True,Qlib expression inventory; lag/operator identity retained,True,,not_asserted_no_outcome_direction_used,no_new_correctness_evidence_in_metadata_review,none_authorized_by_v0_5_1_0_995_proposals,existing_v0_5_1_formula_and_canonical_lineage; new_measurement_axis_review,vwap,13,point_lag,current canonical close,canonical_formula_measurement_axis_not_return_claim,price_path,vwap_relative_to_current_close,historical_vwap_current_close_ratio,higher historical vwap relative to current close,1.0,G_REPRESENTABLE,measured_axis_is_defined; preserve source horizon/input/mask; no expected-return assertion,vwap_relative_to_current_close__d6_21,not_U_measurement_axis_defined,not_applicable,canonical dated universe and historical/current OHLCV through signal close; exact source warmup/mask retained,alpha360_VWAP13,erc_358a00bb3fef169f,raw,rank_constituent,raw_and_rank,alpha360_013,alpha360,PriceTrend,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,factor_universe_v2_lineage_accepted_semantics,lineage_resolved_parent_reference,frozen_parent_reference,none,True,False,,Factor Universe V2 2021+ physical qualification,2010-01-29,2026-06-09,0.956868269631856,0.0,0.9471735285616936,0.9048308291091556,0.9835897478048772,0.9975231963903736,0.9048308291091556,retain_unmerged_with_unknown_pairs,Singleton is not evidence of independence,13
